Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
58673237,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y
75293686,Male,Yes,3+,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y
11983509,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y
28298917,Male,Yes,0,Graduate,No,3707,3166.0,182.0,,1.0,Rural,Y
53563237,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N
87729132,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,,Rural,Y
87275698,Male,Yes,1,Graduate,,4166,3369.0,201.0,360.0,,Urban,N
83214389,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y
36365210,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,,Semiurban,N
68245345,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y
37180308,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y
21326237,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N
96343264,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
71864219,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y
64434670,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,N
97692768,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,,Urban,Y
43255876,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N
59114107,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N
25900476,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
50820227,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y
89688895,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N
97927856,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N
63059071,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
99595920,Female,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,N
22707035,Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N
15130397,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,N
80560220,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
46998516,Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,N
46481541,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y
76385640,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y
76880548,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
88384476,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,,Semiurban,Y
52058334,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,,Rural,Y
59742523,,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,Y
49769056,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y
65174259,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,Y
66688830,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,N
53369428,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,,Urban,Y
24650271,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y
41725526,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y
89348896,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y
28992383,Male,No,0,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,Y
80995266,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban,Y
66877183,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
94574185,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,,Urban,Y
11989173,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y
46635193,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
42474983,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N
43999533,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y
24716695,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y
73967150,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y
73981206,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y
74785345,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
27882750,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N
88725274,Male,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,Y
70303849,Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y
20192257,Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N
53167705,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N
31130343,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y
50869792,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y
59913224,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,,Rural,Y
74356138,Female,No,1,Graduate,Yes,7451,0.0,,360.0,1.0,Semiurban,Y
77607727,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
63007836,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N
75541801,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y
68114585,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N
36658609,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N
86294551,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N
40024204,Male,Yes,3+,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
92008891,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y
58715257,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,Y
32268806,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,Y
16512440,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y
22431395,Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,Y
83208492,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y
39093907,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,Y
46253447,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y
72134783,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y
72460303,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,Y
93831437,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,Y
74447435,Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y
59895282,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y
12503771,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y
80286689,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,Y
10996161,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y
14183839,Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y
77775190,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y
77758014,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y
30153173,Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,Y
77227698,Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y
58939582,Male,Yes,3+,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,N
66224957,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N
32725756,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N
81531065,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y
11079600,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,Y
36191539,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N
42576169,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,Y
53381573,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y
80612021,Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,,Rural,N
35050090,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y
18849851,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,Y
70779108,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,Y
76009351,Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N
95871668,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y
94890726,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,Y
97753580,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N
39549535,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y
10449395,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
31921117,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N
50308782,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y
61592034,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y
63386038,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y
67351079,Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y
41530803,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
43266319,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,Urban,Y
40503180,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y
13379569,Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y
80009467,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y
54910237,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
52165906,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y
69855504,,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,N
99473854,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
16319707,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,Y
78532150,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
13695961,Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,Y
88911293,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N
46396424,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N
14294539,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
21609076,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
83204793,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y
48498937,Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,Y
10803328,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,,Semiurban,Y
30840174,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y
11043233,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,Y
87209213,Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,N
10529525,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y
26953831,,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,Y
66996736,Male,Yes,0,Graduate,Yes,39147,4750.0,120.0,360.0,1.0,Semiurban,Y
84583311,Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y
81709884,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y
92235366,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N
13699391,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y
87183765,Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y
58487260,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y
67338102,Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y
80721474,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y
25192217,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N
62496015,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,Y
20292658,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
43698788,Male,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,Y
71819576,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N
73362116,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N
11748014,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y
50711152,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N
60296557,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
56216125,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N
79397491,Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N
91949124,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y
33295179,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y
83706383,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y
27541337,Male,No,0,Graduate,,2980,2083.0,120.0,360.0,1.0,Rural,Y
67399769,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y
30279846,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y
20970723,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,Y
82807712,Male,No,0,Graduate,,6782,0.0,,360.0,,Urban,N
82193785,Male,Yes,0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N
60018037,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y
53351876,Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,N
60166883,Male,Yes,1,Graduate,No,33846,0.0,260.0,360.0,1.0,Semiurban,N
70361505,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y
56787763,Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban,Y
75732489,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
13693305,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y
23470137,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y
14466271,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
64717184,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y
44907127,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y
20495300,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y
38709379,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
44654999,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N
37451727,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N
84815222,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
38997889,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
58978079,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y
21726298,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N
94607827,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
65723671,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
99843595,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N
66564401,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
56673570,Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N
88547323,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y
25033888,Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N
99132960,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y
71704882,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
44958762,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,Y
27028708,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y
14035851,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y
57685442,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y
44045504,Male,Yes,0,Graduate,No,2275,2067.0,,360.0,1.0,Urban,Y
92396202,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y
45610155,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,,1.0,Urban,Y
39469068,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,Y
40185054,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
19702701,Male,Yes,0,Graduate,No,7578,1010.0,175.0,,1.0,Semiurban,Y
88262145,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y
43127676,Male,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,,Semiurban,N
12976242,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y
47317456,Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,Y
37812615,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y
54653148,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
14833177,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y
18454561,Male,No,0,Not Graduate,No,2000,0.0,,360.0,1.0,Urban,N
55932658,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y
12597480,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N
33151417,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
49673332,Male,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,Y
29699313,Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N
26934380,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y
20617244,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
44086263,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y
80098339,Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y
60234072,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y
13369720,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
81819939,Male,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y
83963364,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y
12640328,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y
35856919,Male,Yes,0,Graduate,No,4652,3583.0,,360.0,1.0,Semiurban,Y
67658082,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y
65395426,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N
37348975,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,,Rural,Y
21552291,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y
10070640,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N
87498463,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y
72976036,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N
95241611,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y
13741196,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y
29511512,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N
93692386,Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y
50260456,Male,Yes,,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,Y
21720477,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N
23217648,Male,Yes,0,Graduate,No,20667,0.0,,360.0,1.0,Rural,N
32558781,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
69946863,Male,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,Y
72784216,Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y
42425301,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,N
80373772,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y
98146618,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,Y
36778642,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,N
70995760,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y
56547339,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N
24573458,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
57911176,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y
39264326,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,N
92896667,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y
63953229,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
98132318,Male,Yes,2,Not Graduate,No,3601,1590.0,,360.0,1.0,Rural,Y
66294783,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N
69145779,Male,Yes,0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,Y
56977874,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,,Urban,Y
39365614,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y
99268367,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban,N
57010676,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N
61371106,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,,Semiurban,Y
47327243,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N
79426200,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y
79872506,Male,Yes,0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,Y
20198499,Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y
47342772,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y
54362902,Female,No,0,Graduate,No,3692,0.0,93.0,360.0,,Rural,Y
10197775,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N
45940920,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N
94673574,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N
33614649,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N
88507230,Male,Yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N
27310852,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,N
88535842,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,Y
64564054,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y
72989020,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y
40773482,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N
88733130,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
87273675,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y
12276360,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
59437769,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,Y
41665404,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y
95218477,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N
67849484,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
26434343,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y
54079273,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
50201137,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y
82571674,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,Y
90497273,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y
90954884,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y
67235484,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y
72182821,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N
86835154,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y
90768647,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,,Urban,Y
93273068,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N
33020885,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y
